word,pronunciation,word_type,definitions,examples,pl
mi,mí,v,,"A zɔŋɔ mi la miri ka o gbɛkpoŋ te zogere. The blind person spun rope until her thigh became rough. mie, miire mii [míì] v. (1) to shake, to shiver, Entole kpɛ la a bie lɛnso ka o maŋ mii a lɛ. The child has a fever and that is why he is shivering like that. (2) to become frightened, to tremble, A sogya tanne la a pɔge ka o mii. The soldier shouted at the woman and she became fightened. (3) to push, to shake e.g. the branch of a tree to knock down fruits, A pɔge do mii la a taŋaa ko o bibiiri ka ba di. The woman climbed and shook the shea nut tree to knock down the fruits for her children. miie, miine, miine, miinime, miinaa, - Var. miiu",
mii,mìì,v,,"O zãã tuŋ la nu a zeɛre poɔ lɛnso ka a mii. S/he put her hand into the soup and that is why it has become sour. (2) to be sore, A bie zãã tɔ o nubiri, zenɛ o zaaŋ mii. The child bruised his finger yesterday and today it is quite sore. (3) to be angry, to be annoyed, Ba to o la lɛnso ka o mii. They insulted him and that is why he is angry. (4) to learn from past unpleasant experience, A tontona naŋ zagere toma gaabo na ba ba yɔɔ o, azuiŋ o miie la; zenɛ o ba nagera toma. Since the worker refused to go to work, he was not paid, and as a result, he did not skip work today. miie, miine, miine, miinime, miinaa, miinime",
miii,mììì,adv,,,
miire,mììré,v,,"Ma fo to ma la, aŋ miire n yiri waabo. Since you have insulted me, you dare not come to my house.",
miire,mììré,v,,,
miiri,mììrì,v,,,
miiri,mììrì,v,,,
miiruŋ,mììrùŋ,n,,,
miiruŋ,mììrùŋ,adj,,,
milemmilem,mílémílém,adv,,,
miliki,mílíkì,n,,,
milikolo,mìlìkòlò,adj,,,
milli,mìllì,v,,"Bie naŋ ba milli neɛ koŋ sage ka a soba de o. A child that is not acquainted with someone will refuse to be cuddled by that person. (2) be all over millee, mille, mille, milibe, millaa,",
pɔge,mìllì-pɔ̀gɪ,adj,,Naazoore milli pɔge la a nɛmpoɔnaa zaa. The rotten meat is completely covered with flies. miloo [mìlòò] adj. oily and dirty looking,
miloo,mìlòò,adj,,"A nyere deɛ da te paalɛɛ a korodie zaa, miloo lɛ. The ants had invaded and covered the whole kitchen.",
mine,mìné,adj,,A boore mine zoe la.,
minimini,mìnìmìnì,adv,,A bie poɔ beɛrɛ la ka o kono minimini lɛ. The child has a stomach ache and he is sheding tears uncontrollably.,
mipelaa,mípɪláá,,,,
miri,mírì,n,,,
misiri,mìsírì,n,,,
miti,mítì,n,,,
mizeɛ,mízɪɛ̀,,,,
mạạli,mạ́ạ́lì,v,,,
mmeŋɛ,mmɪŋɛ́,,,"Ka maaŋ beɛrɛ kyɛ ba gaa asibiti mmeŋɛ la ka N erɛ. If I’m sick and refuse to go the hospital, I have only myself to blame. Var. mmeŋa",
moge,mʊ́gɪ,,,,
mogi,mógí,v,,,
moimoi,móímóí,adj,,,
mole,mʊ̀ lɪ,,,,
mollaa,mʊ́lláà,n,,,
molle,mʊ́llɪ,,,,
molɔmolɔ,mʊ́lɔ́mʊ́lɔ́,adj,,A tammo waa la molɔmolɔ lɛ. The bow is very flexible.,
momm,mómm,adv,,,
momone,mʊ̀ mùnɪ,,,,
monaŋe,mʊ̀ náŋ,n,,,
mone,mʊ̀ nɪ,,,,
mone,mʊ̀ nɪ,,,,
monɛɛ,mʊ̀ nɛ̀ɛ̀,adj,,,
monne,mʊ́nnɪ,,,,
moŋgolɔ,mʊ̀ ŋgʊ̀ lɔ̀,n,,A dãa bugro lee la willi moŋgolɔ. The drunk man fell and rolled over.,
moŋgbɛnɛɛ,mʊ́ŋgbɛnɛ́ ɛ́,,,,
moole,mʊ̀ ʊ̀ lɪ,,,,
mooloo,mʊ́ʊ́lʊ́ʊ́,adj,,"Koŋkonimo maŋ kono moorɔ korɔ la kotuo deme. Funeral dirge singers usually empathise with the bereaved family. (2) to express regret for not being able to provide something, A dããpɔge moore la a dãã. The pito seller regrets that the pito is gone. moorɛɛ, moorɔ, moorɔ, mooreba, mooraa moore tere to sympathise with",
moore,mʊ́ʊ́rɪ,,,"A zeɛre nyɛnnoŋ ba moore. The salt in the soup is not dissolved. (2) to rain lightly, A saa ba mi soŋ mooroo ka o moore. It did not rain hard; it just drizzled. (3) to intercede, to suggest, N daare moore la o yiri kuluu ka o nyare. When I suggested his going home, he flared up. moorɛɛ, moorɔ, moorɔ, mooreba, mooraa",
moore,mʊ̀ ʊ̀ rɪ,,,,
mooreterɛ,mʊ́ʊ́rtɪrɛ́,,,,
moorteroo,mʊ́ʊ́rtɪrʊ́	́ʊ́,n,,,
moɔ,mʊ̀ ɔ̀,v,,"Ka fooŋ boɔrɔ ka fo paase gyennoo fo maŋ moɔ nimiri ne zannoo. If you want to pass a test, you need to be serious about your studies. (4) to fetch fire (red coals) moɔɛ, moɔnɔ, moɔnɔ, moɔnema, moɔnaa, moɔnema",
moɔ,mʊ̀ ɔ̀,adv,,"yeŋ moɔ ka a bie yi? Really, where does the child come from? Var. mɔɔ",
moɔ,mʊ́ɔ́,n,,,
moɔle,mʊ̀ ɔ̀lɪ,,,,
moɔle,mʊ́ɔ́lɪ,,,"Ba moɔle ka neɛzaa ta wa gɛrɛ tomɔ bie. It has been announced that no one should go to work tomorrow. moɔlɛɛ, moɔlɔ, moɔlɔ, moɔleba, moɔlaa, moɔleba",
moɔle,mʊ́ɔ́lɪ,,,"Kɔkɔlaa wa la a yiri ka gyaŋgbonni zaa moɔle. A cat has come to the house and all the mice have vanished. moɔlɛɛ, moɔlɔ, moɔlɔ, moɔleba, moɔlaa, moɔleba",
moɔlɔ,mʊ́ɔ́lɔ̀,n,,A bie de la o saa moɔlɔ. The child has taken after his father. 2,
moɔraa,mʊ́ɔ́ráà,adv,,,
moɔre,mʊ́ɔ̀rɪ,,,"O kũu deɛ moɔre ma la. He camouflaged us before his death. moɔrɛɛ, moɔrɔ, moɔrɔ, moɔreba, moɔraa",
moɔreŋ,mʊ́ɔ́rɪŋ,,,,
moɔreŋ,mʊ́ɔ́rɪŋ,n,,"ŋmaaŋa moɔreŋ, dabẽɛ sobaŋ taa yiri. According to the monkey, he who runs away lives to fight another day. Var. moɔraa moɔrɔ [mʊ́ɔ́rɔ́] n. illness of sexual misconduct; adultery 2",
more,mʊ̀ rɪ,,,,
more,mʊ̀ rɪ,,,,
more,mʊ́rɪ,,,,
moremore,mʊ̀ rɪmʊ̀ ́rɪ,,,,
moromoro,mórómóró,adj,,,
moroo,mʊ́rʊ́ʊ́,n,,,
morɔ,mʊ́rɔ́,n,,,
morɔmorɔ,mʊ́rɔ́mʊ́rɔ́,adv,,"O nyɛ la wagyɛ paalaa a monne laare morɔmorɔ lɛ. She has got a new cloth and this has made her beam with smiles. (2) get lost mysteriously, A libie deɛ bɔrɛɛ la morɔmorɔ lɛ. The money just got lost mysteriously.",
mɔ,mɔ́,v,,"A pɔgebɔ da zɔɔ la taa, a mɔ te le. The women fought, wrestled, and fell.",
aŋgaara,mɔ̀-áŋgáárá,n,,,
mɔdoŋɔ,mɔ̀dʊ́ŋɔ́,n,,,
mɔgaabo,mɔ̀gáábʊ̀,n,,,
mɔge,mɔ́gɪ,,,"Ka fooŋ kpɛ nɔzage fo nɔɔteɛ maŋ mɔge la nɔbini. If you go into a hen coop, your shoes will get dirty with fowl droppings. mɔgɛɛ, mɔgrɔ, mɔgrɔ, mɔgreba",
mɔgele,mɔ̀gɪlɪ̀,,,,
mɔgeraa,mɔ̀gɪráá,,,,
mɔkangyi,mɔ́kándzí,n,,,
mɔkpeɛrɛ,mɔ̀kpɪɛ́ rɛ́,adv,,,
mɔlɔ,mɔ̀lɔ́,adj,,,
mɔlɔmɔlɔ,mɔ́lɔ́mɔ́lɔ́,adj,,,
mɔmaara,mɔ̀màárà,n,,,
mɔnaabo,mɔ̀náábʊ́,n,,,
mɔneɛ,mɔ̀nɪɛ́,,,,
mɔnyuu,mɔ̀ɲúú,n,,,
mɔŋe,mɔ̀ŋ,v,,,
mɔŋe,mɔ́ŋ,v,,"A entuo daana sɔre la a bondaana libiri ka o mɔŋ o. The lazy man begged for money from the rich man, but he refused him. mɔŋɛɛ, mɔnɔ, mɔnnɔ, mɔnemɔ, mɔnaa, mɔnemɔ",
mɔpelaa,mɔ̀pɪláà,,,,
mɔre,mɔ́rɪ,,,,
mɔre,mɔ́rɪ,adv,,,
mɔrɔtɔ,mɔ̀rɔ̀tɔ̀,adj,,,
mɔsɔglaa,mɔ̀sɔ́glàá,n,,,
mɔtɔ,mɔ́tɔ́,adv,,A boɔraa e la mɔtɔ o naŋ paale. The sack is completely full.,
mɔvɔ,mɔ̀vɔ̀,n,,,
mɔwegi,mɔ̀wégí,n,,,
mui,mùí,n,,,
mulli,mùllì,v,,,
muni,múní,n,,"A dɔɔ ba baŋe a yelbiri ŋa muni. the man does not know the meaning of this word. (2) reason, A dɔɔ ba wuli a o polisiri ŋmeɛbo muni The man does not know the reason why he was beaten by the police.",
muni,múní,adv,,"A bie nu koŋ ta a doge muni. The child’s hand cannot get to the bottom of the pot. (2) under, A saama zeŋe la a maŋgo teɛ muni. The strangers are sitting under the mango tree.",
munii,múníí,adj,,A bɛmmo ŋa biri maŋ waa la munii lɛ. This variety of bean has a tiny seed.,
munkyara,mùnʧárá,n,,,
muŋkuri,mùŋkúrí,n,,,
mupelaa,mùpílàá,n,,,
mupɛge,múpɛgɪ́,,,,
muri,múrí,n,,,
muri,múrí,n,,,
muri,mùrì,v,,,
muro,mùró,n,,Ba mɔɛ la te le vɔgele muro. They wrestled and fell facedown.,
muu,múú,n,,,
muu,múú,adj,,,
muuli,mùùlì,v,,"N baŋ ka fo pagra la kyɛ fo naŋ muuli a baala kyɛ gɛrɛ. I know you are in a hurry, but just pop in to visit the patient and then go. muulee, muulo, muulo, muulibo, muulaa",
muuu,múúù,n,,,
N,ɪn,,,"N na gaa la daa. I will go to the market. (1) my (1st person singular possessive), N libie baarɛɛ la. My money is gone.",
na,ná,pron,,A bi ŋmeene na beɛrɛ la. That lean child is sick.,
na,nà,part,,A baala na gaa la asibiti. The patient will go to the hos-,
Naa,nàá,n,,,
naa,nàá,n,,,
naa,nàá,part,,"Te naa wa la. We shall come. (2) should have, Fo da naa taa la a bie gaa ne asibiti. You should have taken the child to the hospital. (3) would have, A boɔso ba wa wiẽu ka lɛ naane fo da naa wa waana ko o gaaɛ. The bus came late, otherwise by the time you came it would have left.",
naa,náá,adv,,Onɔ naa ka N yele. I’m not referring to that one.,
naabaa,nààbáá,n,,,
gane,náábááráá gánɪ,,,"Ka Dagabieŋ baa o areyiriŋ kyɛ o naŋ waa la naabaaraa gane. Among the Dagaaba, even if a child is brought up in his mother’s home, he still remains the kin of the father. naabere [náábɪrɪ̀ ]́ n. udder",
naabileŋmene,náábíléŋmɪnɪ́,,,,
naabilfaŋ,náábìlfáŋ,n,,,
paaŋaa,náábìl-pááŋáá,n,,,
naabini,náábíní,n,,,
naabo,náábʊ́,n,,,
naada,náádà,n,,,
naadaara,náádáárá,n,,,
naadaaraa,náádàáráà,n,,,
naadalane,náádalánɪ,,,,
naadalee,náádàléé,n,,,
naadavaraa,náádàváràà,n,,,
naadɛre,náádɛrɪ́,,,,
naadɔgrɔ,náádɔ̀grɔ́,n,,,
naaduoraa,náádúóráá,n,,,
naafaa,nààfáà,n,,"Ka anaŋ waa lɛ ka lɛ naafaa la kyaare te. If that is what it has come to, then luck is on our side.",
naaga,nààgà,n,,,
naagaaraa,náágááráá,n,,,
naagale,náágálɪ,,,,
naagane,náágánɪ,,,,
naagaŋa,náágàŋá,n,,,
naakoɔraa,náákʊ́ɔ́ráá,n,,,
naakoɔrɔ,náákʊ́ɔ́rɔ́,n,,,
naakyeemɛgbeŋkeroo,nááʧɪɪ́ mɛ́ g-́ běŋkéróó,n,,,
naakyeenɛ,nááʧɪɪ́ nɛ́,,,,
naalee,nááléé,n,,,
naamaaroŋ,nàámáárʊ́ŋ,n,,,
naamanyeɛnɛ,náámáɲɪɛ́ nɛ́,,,,
naameɛ,nààmɪɛ̀,,,,
naameɛo,nààmɪɛ̀ ̀ʊ̀,n,,,
naamoɔ,náámʊ́ɔ́,n,,,
naamu,nàámù,n,,,
naane,nàànɪ,,,,
naane,náánɪ,,,Ona naane de a libie. S/he is not the one who took the money.,
naanɛne,náánɛnɪ́,,,,
naanyaŋaa,nááɲáŋàá,n,,,
Naaŋmene,nààŋmɪnɪ́,,,naaŋmemɛ,
naapɔge,nààpɔ́gɪ,,,,
naapɔge,náápɔ́gɪ,,,,
naapɔle,náápɔ́lɪ,,,,
naara,náárà,n,,,
naare,náárɪ,,,,
naare,nààrɪ,,,,
naare,náárɪ,,,"A dɔɔta naŋ woŋ a bie baaloŋ o ba naare fẽe zaa. When the doctor learnt of the child’s sickness, he did not delay at all. naarɛɛ, naara, naara, naareba, naaraa",
naasaa,náásàà,n,,,
naasaalaa,nààsááláá,n,,,
kuuri,nààsààl-kúúrí,n,,,
naasaalsensɛroo,nààsàálsɪnsɛ́ rʊ́ ́ʊ́,n,,,
naasaalsori,nààsààlsórí,n,,,
taŋaa,nààsààl-tàŋáà,n,,,
teŋɛ,nààsààl-tɪŋɛ́,,,,
naasaraa,náásáràà,n,,,
naasarelee,náásárɪléé,,,,
naaseere,nààsɪɪ̀ rɪ̀,,,,
naaweɛmɛ,nàáwɪɛ́ mɛ́,,,,
naaweɛzoore,nááwɪɛ́ zʊ́	́ʊ́rɪ,,,,
naayiri,nààyírì,n,,,
naayoɔ,nááyʊ́ɔ́,n,,,
naayoɔre,nààyʊ̀ ɔ̀rɪ,,,,
naazage,náázàgɪ,,,,
naazeɛraa,náázɪɛ̀ ̀ráà,n,,,
naazoŋmaa,náázʊ̀ ŋmáá,n,,,
naazoɔ,náázʊ́ɔ̀,n,,,
sɔglaa,náázʊ̀ -sɔ́gláá,n,,,
naazozuri,náázʊ̀ zúrí,n,,,
nabɛllebie,nàbɛllɪ́ bíé,,,,
nabie,nàbíé,n,,,
nabiiluŋ,nàbììlúŋ,n,,,
naboma,nàbʊ́má,n,,,
nadire,nàdíré,n,,,
naferemɛ,náfɪrɪ́ mɛ́,,,,
nage,nágɪ,,,,
nage,nágɪ,,,,
nage,nàgɪ,,,,
nage,nàgɪ,,,"Daa zaa o maŋ nage la toma dayeni. Every week she misses work once. nagɛɛ, nagra, nagra, nagreba, nagraa",
nage,nàgɪ,n,,,
nagbime,nàgbímé,n,,,
nakogi,nàkógí,n,,,
nakpi,nàkpí,adj,,,
nakyige,nàʧígé,n,,,
nakyige,nàʧígé,n,,,
nama,nàmá,n,,,
namba,námbà,n,,,
nambaŋka,nàmbàŋkà,n,,,
nambiyaalaa,námbìyáálàà,n,,,
nambonna,nàmbʊ̀ nná,n,,,
nambɔgelɔ,nǎmbɔ́glɔ́,n,,,
namelemɛ,nàmɪlɪ́ mɛ́,,,,
namonɔ,nàmʊ̀ nɔ̀,n,,,
nandaa,nàndàá,n,,,
nandaana,nándááná,n,,,
naneŋ,nànɪŋ,,,Saa naneŋ mie la. At last it has rained.,
nanna,nánná-nánná,adv,,O da ba nagera yiri kyɛ o ma naŋ kpi o maŋ nannananna la wa kuli wa. She used to come home regularly but since her mother’s death she seldom comes home.,
nannyige,nànnyìgé,n,,,
nansoba,nánsʊ̀ bá,n,,,
nantɛŋ,nàntɛ̀ŋɪ,,,,
nanyuuri,nàɲúúrí,n,,,
naŋ,nǎŋ,adv,,"O naŋ gaa a kɔɔrɛɛ la. It has been a long time since she went. (2) yet, O naŋ ba gaa. She has not gone yet., O suuri naŋ naŋ ba sigi na te koŋ baŋ maale a zɔɔre. Since his anger has not cooled off yet, we cannot arbitrate. (3) still, O naŋ zeŋ la be. She is still sitting there. (4) kindly, please, Naŋ ko ma kõɔ ka N nyu. Kindly give me some water to drink.",
naŋa,náŋá,n,,,
naŋe,náŋɪ,,,O toma lee la ka naŋ kpɛ o. His business has collapsed and poverty has overtaken him. 2,
naŋene,náŋɪnɪ̀,,,,
naŋgbagele,nǎŋgbáglɪ,,,,
naŋgbeɛnɛ,nǎŋgbɪɛ́ rɛ́,,,Boŋ naŋgbeɛrɛ ka fo nyɛ a toma ŋa poɔ? What profit have you made from this work?,
naŋkoɔredie,nàŋkʊ̀ ɔ̀rɪdìé,,,,
naŋkoɔrɔ,nàŋkʊ́ɔ́rɔ́,n,,,
naŋkoɔse,nàŋkʊ̀ ɔ̀sɪ,,,,
naŋkpaana,nǎŋkpááná,n,,,
naŋmane,nàŋmánɪ,,,,
napoloŋ,nàpʊ̀ lʊ́ŋ,n,,,
Napɔge,nàpɔ́gɪ,adv,,,
nare,nárɪ,,,,
nare,nàrɪ,,,"A vũu narɛɛ la ka ba kpinne faana. The fire has gotten out of control and they are struggling to put it out. narɛɛ, nara, nara, nareba, naraa",
kuuri,nàsà-kúúrí,n,,,
natɛbaa,nátɛbáá,,,,
nato,nàtó,n,,,
nawale,náwálɪ,,,,
nayagere,nàyàgɪrɪ̀,,,,
ne,nɪ̂,conj,,"Kõɔ ne vũu koŋ tõɔ laŋ kpɛ. Water and fire cannot coexist. (2) with, Te maŋ kyɛ la daa ne lare. We cut a tree with an axe. Var. ane",
neere,nɪɪ̀ rɪ̀,,,"A nannyige neere tu la a lɔɔre takoroo zo. The thief squeezed himself through the car window and escaped. neerɛɛ, neerɛ, neerɛ, neerebɛ, neeraa",
neɛ,nɪɛ́,,,,
neɛ,nɪɛ́ ̀,v,,"N ba baŋ kyɛ neɛ o gbɛre kyɛ ka o suuri iri. I stepped on her foot unintentionally, but she was angry. (2) to grind, A tẽe-erɛ neɛ la a tẽe eŋ kõɔ poɔ ko a baala. The herbal doctor ground the medicine and mixed it with water for the patient. neɛɛ, neɛrɛ, neɛrɛ, neɛrebɛ, neɛraa, neɛrebɛ",
neɛ,nɪɛ̀ ̀,n,,,
neɛne,nɪɛ̀ ̀nɪ,,,"Kɛkɛpele neɛne la a bie nubi-ẽɛ. A piece of stalk has lodged itself under the child’s fingernail. (2) to refer to indirectly, to gossip, A pɔge ŋa maŋ neɛnɛ la o yontaa. This woman always gossips about her rival. (3) to tease neɛnɛɛ, neɛnɛ, neɛnɛ, neɛnemɛ, neɛnaa",
neɛre,nɪɛ́ rɪ́,,,,
neɛre,nɪɛ̀ ̀rɪ,,,Kɔkɔlaa digi la a gyaŋgboŋo ka o zo kpɛ neɛre moɔ poɔ. The cat chased the mouse and it ran into hiding under the grass.,
neɛrekuuri,nɪɛ́ rɪ́ kúúrí,,,,
saare,nɪɛ́ rsáárɪ́,,,,
neɛzaa,nɪɛ́ ̀zàá,n,,Ba yeli ka neɛzaa gaa a kpaaroŋ. It has been said that every person should attend the meeting.,
negebaga,nɪgɪ̀ bàgà,,,,
negiri,négírì,v,,,
nelebala,nɪlɪ̀ bàlà,,,,
nembaala,nɪmbààlá,,,,
nembaaloŋ,nɪmbààlʊ́	́ŋ,n,,,
nembeene,nɪmbɪ́	ɪ́ nɪ́,,,,
nembeɛ,nɪmbɪ́	ɛ̀,,,,
nembẽɛo,nɪmbɪ́ ɛ̀̃ ̀̃ʊ̃́,n,,,
nembeleŋ,némbéléŋ,adj,,,
nembieri,nɪmbíérí,,,,
yɛlɛ,nɪbʊ́	́n-yɛlɛ́,,,,
nemboŋ,nímbóŋ,n,,Nemboŋ la na tõɔ di naaloŋ Dagaaba laŋkpeɛbo poɔ? Who qualifies to be a chief among the Dagaaba?,
nemboore,nɪmbʊ́ ́ʊ́rɪ,,,Maa ba baŋ nemboore na zaa naŋ la o. I don’t know what type of person she is.,
nembɔnnaa,nɪmbɔ́ ̀nnáà,n,,,
nembuo,nɪmbúò,,,,
nemburee,nɪmbùréé,,,,
nemmeŋɛ,nɪmmɪ́ ŋɛ́,,,,
nempaalaa,nímpááláá,n,,,
nempelaa,nɪmpɪ́ làá,,,,
nempɔgeraa,nɪmpɔ́ ̀gɪráà,,,,
die,nɪmpɔ́ ̀gɪrdìé,,,,
nendaare,nɪndààrɪ̀,,,O zagere la sakuuri gaabo nendaare kaŋa o na koŋ la dabaŋkalɛ. S/he has refused to go to school; one day she will regret it.,
nendɛgere,nɪndɛ́	grí,,,,
nenfaa,nɪnfáà,,,,
nenfole,nɪnfʊ́ ́lɪ,,,,
nenlaane,nínláánɪ,,,,
nenlaara,nɪnláárá,,,,
nenlaaraa,nɪnlààràà,,,,
nyɔgera,nɪn-ɲɔ́ ́gɪrà,,,,
nyɔgeraa,nɪn-ɲɔ́ ́gɪráá,,,,
nensaala,nɪnsààlá,,,,
nensaalabie,nɪnsààlàbíé,,,,
nensaaloŋ,nɪnsààlʊ́ ́ŋ,n,,Ka a karemazuzeɛŋ da ba de nensaaloŋ kpɛ ne a bie dɔgeroŋ poɔ a ŋa a bie yi a sakuuriŋ. But for the headmaster giving a human face to the boy’s punishment the boy would have been out of school. (3) personification (literature),
sɔgelaa,nɪnsáál-sɔ́	́gláá,,,,
nenseɛ,nɪnsɪ́ ɛ́ ̀,n,,,
nenseɛbaa,nɪnsɪ̀ ɛ̀ ̀báá,n,,A pɔgelee serɛ e la nenseɛbaa. The young woman’s husband is middle-aged. (2) a fairly big person (size),
nenselɛ,nɪnsɪ́ lɛ́ ̀,interj,,,
nensenyɛrɛ,nɪnsɪ́	ɲɛ́	rɛ́	̀,n,,,
nensoŋ,nɪnsʊ́ ́ŋ,n,,,
nensɔglaa,nɪnsɔ́ ́gláá,n,,,
nentaare,nɪntáárɪ́,,,,
nentaboli,nɪntábòlí,,,,
nentage,nɪntágɪ́,,,,
nentage,nɪntàgɪ́,,,,
nentakyeɛrɛ,nɪntàʧɪ́ ɛ́ rɛ́,,,,
nentaŋ,nɪntáŋ,,,,
nentegeroŋ,nɪntɪ́	grʊ́	́ŋ,n,,,
nenweɛ,nɪnwɪ́ ɛ́,,,,
iraa,nɪŋ-íráà,,,,
neŋkaa,nɪŋkàà,,,,
neŋkaara,nɪŋkáárá,,,,
neŋkaaraa,nɪŋkààráà,,,,
neŋkanoo,nɪŋkànʊ́ ́ʊ̀,n,,,
neŋkaraa,nɪŋkáráá,n,,,
neŋkore,nɪŋkʊ́	́rɪ,,,,
neŋkɔge,nɪŋkɔ́ ́gɪ,,,,
neŋkpeɛŋaa,nɪŋkpɪ́ ɛ́ ŋáá,,,,
neŋkpoŋi,nɪŋkpôŋ,,,,
neŋkpɔre,nɪŋkpɔ́	́rɪ,,,,
nerroŋ,nɪrrʊ́ ́ŋ,n,,A ba seŋ ka naasaalaa toma kaara nerroŋ. Government employment should not be based on blood ties.,
nɛbiri,nɛbìrí,,,,
nɛbo,nɛbʊ́ ́,v,,,
bɔgeraa,nɛ-́ bɔ́gɪràá,,,,
nɛgaa,nɛgáá,,,,
nɛgetɛgɛɛ,nɛ̀gɪtɛ̀ gɛ́ ɛ́,,,"A a die peɛ deɛ waa la nɛgetɛgɛɛ lɛ. The roof of the house is looking sunken in. Var. nɛgtɛgɛ nɛgetɛgɛɛ [nɛ̀gɪtɛ́ gɛ́ ɛ́ ]́ n. depression, place that is curved inward, Saa mie la ka kõɔ are a peɛ nɛgetɛgɛɛ poɔ. It has rained and water has collected in a depression in the roof.",
nɛguo,nɛgùó,,,,
gyieraa,nɛ-́ dzèráà,n,,,
bile,nɛkú-bílé,,,,
kpoŋ,nɛ̀kú-kpôŋ,n,,,
nɛle,nɛlɪ́,,,"A bogi da nɛle ne la ɔnne. The burrow was full of mice. nɛlɛɛ, nɛlɛ, nɛlaa, nɛlebɛ, nɛlaa",
nɛll,nɛ̀ll,adv,,,
nɛmbeene,nɛmbɪ́ ɪ́ nɪ́,,,,
nɛmbɛlɛŋ,nɛ̀mbɛ̀lɛ̀ŋ,adv,,,
nɛmbiri,nɛmbírì,,,,
nɛmmaaroŋ,nɛmmáárʊ́	́ŋ,n,,,
nɛmpoɔnaa,nɛmpʊ́ ́ɔ́náá,n,,,
nɛne,nɛnɪ́,,,,
nɛnefɛne,nɛ̀nɪfɛ̀ nɪ́,,,"O naŋ waa biyeni na ana la so ka o nɛnefɛnɛ. She is an only child; that is why she wants so much attention. nɛnefɛnɛɛ, nɛnefɛnɛ, nɛnefɛnɛ, nɛnefɛnemɛ, nɛnefɛnaa",
nɛnɛ,nɛnɛ́,,A sokyɛnɛ manne la o sori yɛlɛ nɛnɛ lɛɛŋ te baare. The traveler narrated precisely what she/he encountered on the journey. nɛnzeɛ [nɛnzɪ́ ɛ̀ ]́ n. lean meat sg: nɛnzeroo,,
nɛŋɛɛ,nɛ̀ŋɛ̀ɛ̀,adj,,,
nɛŋkaraa,nɛŋkáráá,,,,
nɛŋkoorɔ,nɛŋkʊ́ ́ʊ́rɔ̀,n,,,
nɛŋkuoŋaa,nɛŋkúóŋáá,,,,
nɛŋŋmaara,nɛŋŋmáárá,,,,
nɛre,nɛ̀rɪ,,,,
nibiri,nìbìrì,n,,,
nii,níì,adj,,,
nimibaare,nímíbáárɪ,,,,
nimibiri,nímíbírì,n,,,
nimibuli,nímíbúlí,n,,,
nimifaa,nímífáá,n,,,
nimifaa,nímífáá,n,,,
nimifuri,nímífùrì,v,,,
nimigane,nímígánɪ,,,,
nimigbaŋkɔɔloŋ,nímígbàŋkɔ́ɔ́lʊ́ŋ,,,,
nimigbɛlɛɛ,nímígbɛ̀lɛ̀ɛ̀,n,,,
nimigboŋkogiri,nímígbòŋkógrí,n,,,
nimikaare,nímíkáárɪ,,,,
nimiko,nímíkò,n,,,
nimikõɔ,nímíkʊ̃́ɔ̃́,n,,,
nimikɔɔloŋ,nímíkɔ́ɔ́lʊ́ŋ,n,,,
nimikyaane,nímíʧáánɪ,,,,
nimilaa,nímíláá,n,,,
nimimaaroŋ,nímímáárʊ́ŋ,n,,,
niminyɛrɛ,nímínyɛrɛ́ ̀,n,,,
nimipẽɛ,nímípɪɛ̀̃ ̀̃,n,,,
nimipeɛnɛ,nímípɪɛ́ nɛ́,,,,
nimipoŋi,nímípɪɛ̃́ ̃,n,,,
nimipɔge,nímípɔ̀gɪ,,,,
nimipuuri,nímípúúrí,n,,,
nimiri,nímírì,n,"A bie ŋa taa la nimiri, o maŋ nyɛ la o tɔ zaa bone boɔrɔ o. This child is covetous; he wants anything that another child has. sg: nimiruu",N ba taa la libie kyɛ nimiri koŋ sage ka o da tiivi paalaa. My father has the money but his stinginess would not allow him to buy a new TV. (3) covetousness,
nimiri,nímírì,n,O toma taa la nimiri pampana. That job of his is becoming fruitful. sg: nimiruu,,
soba,nímírì-sʊ̀ bá,n,,,
nimisogɔ,nímísʊ́gɔ́,n,,A pɔge kaa la a o bibaala nimisogɔ kyɛ viiri zu. The woman looked into her sick child’s face and shook her head.,
nimisogɔ,nímísʊ́gɔ́,adv,,A gane biŋ la n nimisogɔ. The book is placed in front of me.,
nimisoɔ,nímísʊ́ɔ̀,n,,,
nimitiiruŋ,nímítììrúŋ,n,,,
nimitoloŋ,nímítʊ́lʊ́ŋ,n,,,
nimitɔɔre,nímítɔ́ɔ́rɪ,n,,"Ka fooŋ mɔnɔ lɔɔre a seŋ ka fo kaara nimitɔɔre. If you drive you must look ahead. (2) forward (distance, direction), O yeli ka N gaa nimitɔɔre fẽẽ kyɛ leɛ tu nudoloŋ. She directed that I should go ahead a little and turn right. nimiyuo [nímíyúò] n. an action that creates the impression that one is more intelligent than another, Te naŋ gaa a nɛne pommu Bayuo da boɔrɔ ka o wuli nimiyuo kyɛ ka te ba sage. When we went to share the meat Bayuo wanted to cheat but we did not give him the chance. nimiyuoro [nímíyúóró] n. wellinformed person, one who is abreast of the times",
nimizeɛ,nímízɪɛ̀,,,,
niŋe,níŋè,n,,A bi-entuo na ba maŋ boɔrɔ na pɛge o niŋe baguo. That lazy child does not like washing his face in the morning.,
niŋe,níŋé,adv,,,
nirii,nìríì,n,,,
nomɔ,nʊ́má,adj,,,
noore,nʊ̀ ʊ̀ rɪ,,,,
